artist_spotify_id,name,spotify_id,duration_ms,explicit,popularity,album_type,album_name,album_spotify_id,release_date,album_popularity,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
7lyhSLlB5fWJmU5eB6k84L,Две звезды,43832erC86HoL9JnMmZCi0,240653.0,0.0,32.0,album,Поёт Алла Пугачёва,2I2hVkJcsQivD5KX9B3K09,1987-01-01,30.0,2,0,4,0.17,0.662,0.354,0.0,0.21,-15.237,0.0288,0.655,111.627
34MYamymtmnsmpwbqydd7I,Nocturne,4Ihs5QBKqaVzRlfot22aKt,245000.0,0.0,44.0,album,Cello Moods,7i83TEHhrYpSdiemOVqajE,1999-03-25,51.0,9,1,1,0.986,0.134,0.104,0.927,0.331,-26.546,0.0613,0.0989,81.295
34MYamymtmnsmpwbqydd7I,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),4Dcm4KMuDz0l01weeSpD4J,642573.0,0.0,48.0,album,Borodin: Prince Igor (Highlights) / In the Steppes of Central Asia,7EvHAkgN8py1HEVvUtszxy,2005-08-01,45.0,2,1,4,0.922,0.292,0.246,0.525,0.107,-14.96,0.0385,0.0859,109.766
34MYamymtmnsmpwbqydd7I,Polovetsian Dances from Prince Igor: Introduzione,1KeJxSvW6pLU1ieRfQOMca,136960.0,0.0,45.0,album,Mussorgsky: Pictures at an Exhibition - Expanded Edition,5kxCGK9XhXVD9AX9wje6om,1958,42.0,9,1,4,0.984,0.157,0.0553,0.8,0.107,-23.391,0.0381,0.0421,83.299
34MYamymtmnsmpwbqydd7I,Nocturne,6yEMRS7FygAnnxwZSyZRYg,428160.0,0.0,43.0,album,Classic,3gZv6Vq2Q2a300JEUV8Dq9,2020-02-07,64.0,9,1,4,0.978,0.173,0.272,0.839,0.063,-10.834,0.0412,0.118,79.145
34MYamymtmnsmpwbqydd7I,Borodin - String Quartet No.2 in D major: Notturno: Andante,7B1xrlaP8Vm1RRmgUtfwdS,517293.0,0.0,41.0,album,Borodin Quartet 60th Anniversary,523Kn3uXMY8a9g3ZYmAN8f,2005-06-01,41.0,9,1,4,0.948,0.162,0.15,0.622,0.0437,-19.025,0.052,0.0938,73.655
34MYamymtmnsmpwbqydd7I,"Polovtsian Dances From ""Prince Igor""",0PlTjNRzj6MkPfaLHNeZLZ,690306.0,0.0,40.0,album,"Tchaikovsky: Overture ""1812""; Marche slave / Borodin: In the Steppes; Polovtsian Dances / Rimsky-Korsakov: Russian Easter; Capriccio",0dqOPzSjsaPgjkoaP9VWnU,1990-01-01,38.0,2,1,4,0.936,0.225,0.0972,0.618,0.0913,-21.852,0.0364,0.0793,103.212
34MYamymtmnsmpwbqydd7I,Borodin - String Quartet No.2 in D major: I. Allegro moderato,7x9L7ZytdIgL3e4pobRsJZ,525560.0,0.0,40.0,album,Borodin Quartet 60th Anniversary,523Kn3uXMY8a9g3ZYmAN8f,2005-06-01,41.0,2,1,4,0.946,0.19,0.149,0.558,0.217,-17.131,0.0425,0.211,163.585
34MYamymtmnsmpwbqydd7I,In the Steppes of Central Asia,4KqnNrqtlD8x4jHbYFsewL,448560.0,0.0,39.0,album,Borodin: Prince Igor (Highlights) / In the Steppes of Central Asia,7EvHAkgN8py1HEVvUtszxy,2005-08-01,45.0,9,1,3,0.947,0.0674,0.0319,0.843,0.166,-25.053,0.0439,0.0384,67.904
34MYamymtmnsmpwbqydd7I,In the Steppes of Central Asia,0XgPWSYgvA56fGa39roY7t,424600.0,0.0,39.0,album,Borodin: In the Steppes of Central Asia; Symphonies Nos.1 & 2,5uAKTHUJBcr8fbU5ScUt1A,1994-01-01,35.0,9,1,4,0.923,0.0669,0.0176,0.686,0.173,-30.051,0.0433,0.0388,69.132
34MYamymtmnsmpwbqydd7I,String Quartet No. 2 in D major: III. Notturno - Andante,6VP3hEVThiFtKXjQ7Mmtwd,474400.0,0.0,26.0,album,Borodin: String Quartet No.2/Dvorak: String Quartet 'American'/Shostakovich: String Quartet No.8,0yIoj9aUzBpMPVaqQb8yZa,1997-01-24,28.0,9,1,4,0.916,0.201,0.051,0.826,0.0823,-24.488,0.0485,0.067,83.99
7lUh5w2odGeIGvlkn7ZMPF,Священная война,3zDebn1IehlLPIAKxqRaNp,212693.0,0.0,40.0,album,Священная война,3iSuly1GwhNZ9JTRoQ66Fn,1993-01-01,41.0,9,0,4,0.969,0.357,0.39,1.18e-05,0.0884,-12.126,0.0364,0.229,146.648
7lUh5w2odGeIGvlkn7ZMPF,Песня защитников Москвы,7iH0X196KuuXnsNo2gKg3D,237266.0,0.0,34.0,album,Священная война,3iSuly1GwhNZ9JTRoQ66Fn,1993-01-01,41.0,2,0,4,0.971,0.638,0.415,0.000124,0.097,-13.557,0.0345,0.599,109.084
7lUh5w2odGeIGvlkn7ZMPF,Катюша,7pPB9erSr5D2KcOxOZzoD6,148960.0,0.0,34.0,album,"Антология, Часть №4",6w2DybsXvcYAoHopUjosxL,2019-11-22,34.0,11,0,4,0.959,0.507,0.403,0.000253,0.241,-13.139,0.0567,0.384,120.363
7lUh5w2odGeIGvlkn7ZMPF,Смуглянка,63ogSUwEcFagUH6IT5N8xH,207320.0,0.0,33.0,album,"Антология, Часть №4",6w2DybsXvcYAoHopUjosxL,2019-11-22,34.0,5,0,4,0.947,0.497,0.439,0.000175,0.53,-12.505,0.0876,0.565,76.155
7lUh5w2odGeIGvlkn7ZMPF,Партизанская (По долинам и по взгорьям),6AHtGAjOKBCnrm3I7g2kST,136066.0,0.0,33.0,album,"Антология, Часть №3",4e4Fq57UcCMs6tvaiBK7P6,2019-11-22,28.0,5,0,4,0.904,0.666,0.443,0.0152,0.107,-9.266,0.0628,0.379,118.56
7lUh5w2odGeIGvlkn7ZMPF,День Победы,2kRWItn28EHk6CsCgCW0Z5,209760.0,0.0,27.0,album,"Антология, Часть №2",0TiEBzx3YlvYfSh8DpE6Yx,2019-11-01,28.0,10,0,4,0.976,0.341,0.445,0.108,0.467,-12.178,0.0956,0.535,65.439
7lUh5w2odGeIGvlkn7ZMPF,На солнечной поляночке,6lBgZo5CUpyQrdNxuPFpe7,200160.0,0.0,26.0,album,"Антология, Часть №2",0TiEBzx3YlvYfSh8DpE6Yx,2019-11-01,28.0,9,0,4,0.92,0.382,0.347,0.0,0.593,-13.776,0.116,0.434,169.56
