,artist,musicbrainz_id,spotify_id,type,followers,genres,popularity
4287,Elena Gilels,aa20628d-b253-4e8e-8c1a-993f5adc3c76,1mQXbNe6AusAqn0FzRvqs9,Person,16,['russian classical piano'],8
4288,Евгений Хавтан,9bd0fc28-d458-47a1-827c-69194b524736,6jFuMsPvikFK3rWx7Z5MLJ,Person,11,[],1
4289,ВЕРОНИКА НА ТРИПТОЗАВРЕ,fc21be1b-12ac-4863-8b58-216e6ca01d59,04up0h9xm0y2YfTVpfBZyg,Person,5,[],0
4290,Maria Chepurina,ef42020a-d7a8-429b-b088-3bfa156e1d2e,,Person,0,[],0
4291,Gleb Yellin,06bdd049-c79b-4e2e-967d-caaf746a968c,,Person,0,[],0
4292,Not Now Please,c076585a-bc59-44ad-9337-1b03b88f62cf,3f330dgm1dKMxsVZHy7M84,Person,187,[],19
4293,7th Stive,4eba7987-edd1-4dbe-ae2b-a2d3b462ba10,1wuqg7DegYZgbfToJcAAva,Person,4,[],1
4294,Angel Vox,8c150b31-b94b-49d7-9164-4127208317e7,1fQYiEKSbRxfp9Rxz7I5Hw,Person,1301,[],34
4295,Fløa,d7f6bf47-7cc0-4234-9439-371b8a99c002,3k5YPHQtmwwAFV47yGDf1C,Person,55,[],50
4296,PQ17,2f0ae172-b01a-4d21-848b-c5a6004eda15,58TjQXAM3Wv6R3lARQEtRg,Person,33,[],1
4297,Southgarden,9bd42bb9-0aca-4f3b-9bad-d1938fb4e85c,0FSQsWCPZhwrjFHewRicQ8,Person,345,[],9
4298,Stan Chetverikov,6895e9b5-777e-4d18-9465-7125b79dd992,4cCZotEoJ3T7ks0Fet0Bf4,Person,96,[],11
4299,Георгий Яковлевич Извеков,375aa3e5-fdbb-47b1-bed1-c5f596abc762,194O1vYNtArHyd2aKxvKib,Person,0,[],0
4300,Сергей Валентинович Стадлер,20931453-df96-4668-aa54-ec1cbd8c4150,,Person,0,[],0
4301,Liudmila Shkirtil,d0c7f896-90b6-4db2-b57b-ffebf851c390,5rqldgDikTgGubBOPF74KD,Person,11,[],9
4302,Mr. Nagasaki,46263dd3-3760-40d7-b616-d9f412ba9f91,5NzfQJfnqzrMEq0JZrCY90,Person,0,[],5
4303,Piramex,c00fc0ad-5745-4c35-91b5-a6fff0fc2ef4,4yYK5BEsd1gHiD1X0chMRM,Person,99,[],19
4304,Бутер Бродский,b874fe72-accc-4847-9205-40e50f86d044,,Person,0,[],0
4305,Виктор Сергеевич Калинников,7ae7b55b-b48b-4d87-9d5f-6433e250ca1e,,Person,0,[],0
4306,Сергей Войтенко,9cf50edb-7508-4f84-b95b-46892ddf3c90,06SHwlal2NOc5cwYVL2DBb,Person,183,[],12
4307,Оксана Григорьева,c8093266-ca4c-42db-8b5a-4b374db34daa,1vHIevQWaFo5fIrzEiQi55,Person,1,[],0
4308,usta,a13096db-fad3-4692-a337-dbc5d8fc487f,0eFZ8UkG27m92xxiiJs5oh,Person,3771,['quran'],47
4309,Nacra,1f6920d6-14db-4645-8d48-0d30211bd7bf,5DfaMudUwkoz6TAPYifqkJ,Person,42360,"['afro dancehall', 'afropop', 'afroswing', 'azontobeats', 'nigerian pop']",55
4310,8Lives,a3346e20-01e2-41d0-b0bd-ee76ebef5a1f,0Ish1XR1mcOK21Y3wNgquW,Person,22,[],0
4311,Irina Auner,66aec9b2-7ab2-410b-ab18-79a0c64f8c8f,4ZaC75XiUTczWtJc6bClqj,Person,0,[],0
4312,Timo Camillo,ce943e64-b298-4977-98f7-eef316baf2a3,60v2Cn2xCYEKogejkVxUGL,Person,85,['deep deep house'],1
4313,Наталья Варлей,da01849b-27e0-4bb5-afef-02f93cc25810,2JziwgJfPI9Im68FjBotcR,Person,3,[],0
4314,Игорь Иванов-Запольский,48076d59-a779-4c85-bdaf-ac19906dd344,54gsbra2mNSaaaLs368Hxe,Person,9,[],0
4315,Kazimir Malevich,df893a61-1bb4-4c9b-9824-7e4fdcad2279,,Person,0,[],0
4316,Alexander Labko,47aef7c0-5d80-4fe0-8039-8ce02827d282,,Person,0,[],0
4317,Борис Пинхасович,101062ab-2eac-4453-b38b-a7b2f200a617,06gxWZZNXtb0pxlwZIv1mS,Person,0,[],0
4318,Павел Семагин,40e7f3a0-a42c-403a-9ea5-c23149df79e5,,Person,0,[],0
4319,Любовь Деметер,bb07ec9c-f9de-4f69-a15a-7625d1e5d687,1h1WIfRLCmTn5MmxAhw6Y6,Person,36,[],4
4320,Wrong Mantra,04a9600a-1d9f-4a13-a7cf-996958d6bf7e,,Person,0,[],0
4321,Андрей Косинский,5bb6ff1b-3176-4572-a6e5-163343512b2c,4lrzN9ssjoiBXSmh5aJkC2,Person,36,[],8
4322,Константин Константинович Иванов,9ec1ad9f-3ae8-46d8-b81a-c8efafdb3f26,,Person,0,[],0
4323,Людмила Зыкина,a2661379-2b99-473c-829f-c3450a65e635,19YmizwT6Q0C0K3ZlSLInO,Person,1421,"['bard', 'russian romance']",18
4324,Игорь «Кущ» Кущев,412f727f-c880-42a3-9761-35a6f566d9c8,60yTdwyTSDgcSPq6h3I1Oo,Person,25,[],4
4325,Tossy Spivakovsky,617334ff-d6ba-43cd-bb18-f29447c91c46,2DCKVoXAcjLK5BO78ejBXj,Person,47,[],3
4326,Jason Martino,b0b71779-cac7-4628-8a0e-aabd22d9c007,0aBJqgvJeKdhadhi5ztT7I,Person,0,[],0
4327,Wormpig,dc4379e0-f26a-4292-aa68-8efc2013f38f,0W19uDos3C8eyMJhHq885s,Person,16,[],1
4328,Leonid Savitski,c31be61e-45eb-4e70-ae3d-ad75c1d100c7,,Person,0,[],0
4329,DJ Gvozd,6f7e395f-25d8-4004-ba50-5b815a7ef375,,Person,0,[],0
4330,Rosina Bessie Lhévinne,26ba0775-2322-42d3-9256-97e5f1850f47,,Person,0,[],0
4331,Max Bett,bf24cad3-5159-4cb6-9706-f46a2ab0e682,1dhQF1AvU0HbkvhI3NqeZA,Person,2754,['deep minimal techno'],15
4332,Irmak,4432463c-2a9f-46ca-8754-9ec5dd8c6174,3WKZeiNOV5dnANlQnjL95B,Person,155468,"['turkish pop', 'turkish trap pop']",63
4333,Deni Diezer,5cd5b383-1773-49f5-b8d3-9d1dc82cf67a,1VOA5iXHujkN3swQnTVRFh,Person,164,[],3
4334,Виктор Бутаков,7337036d-0f70-4b4f-b1a2-ceca0fa445d3,,Person,0,[],0
4335,Sviatoslav Luther,94e58c30-ca83-42a4-90aa-e0cb534e4b6c,,Person,0,[],0
4336,Алёна Иванцова,f79439c1-b8c7-413a-92a9-e3b4d3e8968c,32nSJg2WksXs8HOHzK3SER,Person,24,[],1
4337,Congress Orchestra,12895b54-b55f-456b-b587-950934a9b62a,3BzL1aM1vXhXhD5ZgbjAzb,Orchestra,15,[],0
4338,Peter Ototsky,ec84efe8-928d-4894-8267-6a0523f5082a,1B1sJ2D8ErutuYFdsr5OeJ,Person,1,[],0
4339,Idy Ramy,9e394c0f-09c3-4455-9d0a-ea17553462ad,02MlerXk508bkoW9HsCc0x,Person,35,[],22
4340,Yuriy Pilin,85aa5497-ceb8-4f6a-bcf7-b67debc182ce,7ke3KKhosldkHljFH0fDj6,Person,7,[],0
4341,Nick Soudnick,dc0137c2-1518-4b14-94e5-2bfb40255b26,,Person,0,[],0
4342,The Russian Balalaika Orchestra,a610cbca-9e87-4332-b5db-d6741454f52a,0kk2QRT7ceT9vRc7aysrCW,Orchestra,8,[],3
4343,Max Kach,b95dc8a1-662e-417b-bc9f-c354ed654865,4zNQbrWxPVWk6US927Thfm,Person,0,[],0
4344,ACD,6f64a164-73a4-4fe0-bd69-8f87ffd0fabe,711MCceyCBcFnzjGY4Q7Un,Character,16493604,"['australian rock', 'hard rock', 'rock']",86
4345,Versilov,9cdef8f0-12dd-4167-a524-3240d6fbb1a5,1XdB3yI6LmquY66IdYZFVT,Person,56,[],1
4346,IKA,b51077a9-2f1b-4b81-b047-5f58ae42831d,4rG2LxSJpps1aGz2w14UI6,,3794,[],45
4347,Katy Rutkovski,24ac39ea-bc27-452f-915d-e180a54a3ddf,35BJikYmP8EWLWvAPcOxVf,,39,[],0
4348,EKRAN,ce175ddc-0257-45ee-9587-160bd6570c11,1uUHdUq0NivGMRdO0PZDnR,Group,20716,[],46
4349,Helikon Opera,935825e7-50d4-4b9c-9807-80fa6c2971bb,6zCUNKytu9i13gukEEbTv9,Group,1,[],1
4350,"Moscow Ancient Music Ensemble ""Da Camera E Da Chiesa""",5382f339-ce5a-4f90-9d3f-130e12a86bac,,Group,0,[],0
4351,Iprit,ea37cdec-7704-4e7d-8445-0276eda281a1,6m1ywcoOD6oCH5DLvNSHzP,Group,0,[],22
4352,Academy of Russian Music,db353065-aff4-4da6-8b0e-f0bd8b650365,1a33Hkf6WpRhZ15CF7P59A,Group,1,[],0
4353,Tamara Fidler,54190f3d-af09-4a49-9cca-ce9a5dedaa4b,1hOKmpCVqh8I77ayvZjdnN,Person,0,[],0
4354,Berizar,59cf854c-2528-4161-a052-fdf5c202e8ba,1EBoLDWzc0lpDDIVasJhAv,Person,9337,[],60
4355,Chingiz Osmanov,4314277d-cfce-4aa7-83ca-02de14a686c4,4KxP7DaGWG9RHTwicCQM6I,Person,2,[],1
4356,Сергей Георгиевич Курсанов,a8fe4e6b-d3fa-48fd-af63-24fca9f19963,,Person,0,[],0
4357,Светлана Тарасова,d46c31fb-80f9-4917-88ef-526300fc5aa2,3M8kGCdcN2C9yQdY09zrmY,Person,4,[],10
4358,Glooex,b7976f62-a799-469b-9fed-cbf45842f4e2,3M6KDspoVN5BoZYYURrvkt,Person,211390,[],63
4359,Вадим Козин,eacf0110-fc8e-47a8-a29b-a09fd89199f2,1FI93cUSwAYje8U8aprlbg,Person,842,['russian romance'],15
4360,Сергей Крылов,8cdcbed9-39e2-4c5c-8f6d-af1a2d7bcc22,0waBsSvtKaC5U25ZjY5ppT,Person,218,[],13
4361,YG,46f03b9b-11f8-44ae-a8cd-36259b45e5b0,0A0FS04o6zMoto8OKPsDwY,Person,2354286,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",84
4362,Юлия Бужилова,6597d4fe-b589-48ed-a6e8-e89852f5f14d,7HdvPpftIGHb44FEiu5xWb,Person,34,[],10
4363,Дмитрий Александрович Спирин,200aeda1-ac51-487f-9c72-e37c5fe14dbd,,Person,0,[],0
4364,Western Sea,9cb657cd-a717-4ade-b28c-1c64bd34690e,5hk43qufB8bPFH6tpOF4zM,Person,98,[],7
4365,sweetprince.,f300c6eb-f6db-4ad7-b825-405fee361a79,6OvE2pTdYKsux2QBQV9OGU,Person,327,[],12
4366,Evelyne Berezovsky,50f0a177-6eba-4557-890f-956a7dcefafd,6YJfLMFHBlOhCoYxJAEacX,Person,8,[],0
4367,Витя АК,0980510e-00ea-4db3-a969-95c5651c3a68,0ZOwmYD7AAgJd3b6jcyik8,Person,25262,"['russian gangster rap', 'russian hip hop']",55
4368,Александр Кузьмич Вустин,dc8af99e-5533-4130-a75f-ce392edf4799,,Person,0,[],0
4369,Евгений Эпштейн,6aad12f6-801e-4af0-803e-2634dd65b972,,Person,0,[],0
4370,Фёдор Добронравов,f0064aaa-ea80-4eb1-b551-f8e3a7805ace,5POoDtVSkgsEhRERR04xVn,Person,58,[],11
4371,Quok,e96773be-0f0e-40df-8963-a762f412c437,1hjJ4bsbNMmbIih3d9Pq1H,Person,10917,[],33
4372,Dmitry Stepanovich,10d10020-76d1-44e5-8bed-58e2e7e7a66d,1vgTJE8ReZaokIYcOtd2us,Person,1,[],4
4373,Artem Chirkov,6c2583c5-434c-4d7b-8d76-cd03809619e4,28DQJmE8deXeLLzroD76e9,Person,28,[],2
4374,Александр Гурилёв,40dde8de-8549-40e3-8a92-c075319aa4cd,1A68TR2Fc7MoWJh7LoWMsE,Person,0,[],1
4375,Виктор Байлуков,7b72db1f-169a-4ef1-aba4-58222542d5d7,,Person,0,[],0
4376,David,d1da74c1-53de-499f-8afa-08bd8f3fef0a,1Cs0zKBU1kc0i8ypK3B9ai,Person,21590775,"['dance pop', 'edm', 'pop', 'tropical house']",88
4377,Petter Preston,1cfb8cfe-5711-4025-9942-639291666f3b,6N30N7H5g6RmoWDv0yZWPB,Person,12,[],0
4378,Русский симфонический оркестр,a613f717-3d30-4e8a-8bc0-131fbf5f1f9e,,Orchestra,0,[],0
4379,Russia Mozarteum Orchestra,2a4342d5-e30c-452e-aef8-3076e58d4e18,3IbHnmnlSxhAnIJUrQJmeA,Orchestra,0,[],1
4380,Nole Plastique,0fe2d9c0-5757-4b14-8abe-ec9eece2cc2a,7MKoVEsBAnOolSpYLsg4pg,Group,13,['abstract'],0
4381,Вариант К,b839f34a-83e9-4e78-b3ad-3e8389178873,51FO9e4DNtvZIIGcJ5UyRd,Group,32,[],12
4382,A Murmur,5473ae24-b1ec-4c3f-b438-4fbabb46cc21,2ie0vjlWNeYdIDNZAVxEql,Group,5,[],0
4383,Arrival,ce625751-01f3-4d47-bba8-d547b0583713,2boKYbdfnZh92ei3J68yqF,Group,8,[],22
4384,Pestilentia Urbis,27e90a48-2b1d-4667-9a0f-f4b47acbb56a,,Group,0,[],0
4385,Red Nails,5063fc55-925e-4954-b804-5383c6a982b8,5QANAEViMcM0yV45l94cep,Group,98,[],1
4386,FX MACHINE,cf9c178f-0082-41ec-9786-f24c5e755249,2DnUpOeERHovpEAMw5R7bE,Group,29,[],1
4387,Nirmanakaya,412d3959-d740-4a0c-8713-3e858a984daa,1w2ZTAlpS1SKS8FFdEwb4s,,42,[],0
4388,Ghost Reflection,4c9b2d28-8b9c-4b33-8dd6-649eff964026,5iksJywFhPA8U4WZhbcxDC,Other,29,[],0
4389,Cordolium,3384986a-fd06-4534-b2f0-9e7f37ee8a89,,Other,0,[],0
4390,N-AyneX,fbf2b56c-56d9-4ea9-a53d-fb1b529af4c1,,Other,0,[],0
4391,Radio Moscow,b3a9711e-f57a-42b6-9a55-913bebbe7328,692VvGTch5OLXj4zEE6H3y,,123257,"['blues rock', 'garage rock', 'modern blues rock', 'punk blues', 'rock', 'space rock', 'stoner rock']",46
4392,Rikket,b8605939-ed49-40a1-9eb9-06a0fca585db,2UIvPAFjQRdtLrgTyQqKjw,Other,62,[],35
4393,Schwarztag,81faf3b4-bbe0-428e-9b28-d56f6b2081b4,0hWD0aKrLIx1gLf7KqKL6u,,2,[],0
4394,Prospekt Bol'shevikov,92ad3603-c789-4746-bf50-3735ea91353d,,,0,[],0
4395,Гликодин SS,fe955deb-e083-43cc-9a94-d15638c74daf,,,0,[],0
4396,Raw Sun of Endless Dust Valley,4869f616-fbef-45ac-ada6-40d42a5c6dee,,,0,[],0
4397,Оторванное крыло,3a6df6d1-2f0d-428f-9e86-e1ac4e95b09e,,,0,[],0
4398,Chertopolokh,b9ff84ee-84c5-4309-a225-f6d093685651,1SyR5qvNQ5RAgdc7QAtzhA,Group,18,[],0
4399,По небу полуночи,79f0b9bf-f3c6-4533-ac2e-48b97f40725b,4HIhliUNwpMr1NdfjappGh,Group,73,[],1
4400,Пекинский велосипед,4a9d4cd6-a760-4af4-9c21-d3b778749105,1k0WgpN7FewsyoBNYXo8zZ,Group,759,['russian emo'],16
4401,The Uchpochmack,f28e8ec7-d912-4239-93f7-7327d5efca4b,74vzl8xTscWamDaZ28BsFp,Group,977,[],13
4402,DOPECLVB,95627f78-fd8f-4e82-b20a-64b0a38d14e3,6TAyOLdxaBDIdErmmKmyXF,Group,23145,[],34
4403,Группа Аркадий Коц,761f4b48-783a-47d3-ab21-e71179f4fa29,,Group,0,[],0
4404,Pudra,25b745f4-0806-419d-9258-3b9ce8739663,1di5J7sE8kwJHwnOF5KlnO,Group,14,[],3
4405,YaD,2bb7e8a4-e03c-49fe-97d8-d632f32eab44,2YkP9pfIZ6hJKeuppuz8qT,Group,17562,"['dutch hip hop', 'dutch pop', 'dutch trap pop']",70
4406,EtrinComa,da18843d-efae-48a1-b783-71e1a55d46e9,,Group,0,[],0
4407,D.S.M,e3cc04b0-6ec3-4556-8228-b9279ca5570b,0FIeqyz8n7bgxdS6kHZtb0,Group,21,[],17
4408,The Phantasmagore,560c0006-7b9a-4dbd-af89-c65f791b47a8,,Group,0,[],0
4409,BBQ,b9248222-2a72-4b9d-beca-29b0c9f5fd04,41X1TR6hrK8Q2ZCpp2EqCz,Group,674034,"['canadian hip hop', 'dark trap', 'meme rap', 'vapor trap']",80
4410,Caustic Vomit,32dfb18a-d437-4d95-a708-cca15437065f,5wbeqJOSWEYUri0q0dFBKQ,Group,129,[],1
4411,эпатажность,47af0a17-7018-4059-a6c8-4d2c608c1990,54XTw7Utxqa8M9SzqltJzN,Group,67,[],1
4412,Icing Band,71e840bf-54f0-4b4c-9f4a-14f6ea8dac5b,79BA8ylZIwvw7svgIpEyYn,Group,7,[],0
4413,Akafist,8dd4d87f-3419-4b5c-9ef1-40b1a3e81a39,5EB7946L4UYVzteaD1dS4n,Group,88,"['chamber choir', 'russian choir']",11
4414,Panama Vaiz,bb7af598-f618-4eb8-9462-eb8139a44c60,6DuaF2Ges1Echgbz7oRMHX,Group,12,[],0
4415,АкупунктурА,107882a1-4871-4d49-9396-cb28dd263aed,64vNkZoawpImb1A6u9NJ3t,Group,1,[],0
4416,некондиция,f32dba52-26b3-4b7a-9dbd-93dc8a70e464,4ePbR8jBwflgh0BTdHxDRV,Group,15,[],0
4417,Clockwork Heart,4c94cf71-9abe-42a7-80b1-cc99d6b8e365,1j8PUne1Y86mAQCBtBB6BY,Group,1,[],0
4418,разбитое зеркало,b8a43f3e-26ca-4630-b261-49ea9e6d334c,,Group,0,[],0
4419,Aurora,a0c47a2a-cae0-448e-803a-f4d7855a9b73,1WgXqy2Dd70QQOU7Ay074N,Group,1048604,['norwegian pop'],74
4420,Renascentia,cc1daaef-9b45-4aa1-996b-0ebb21a9c47a,673T6DHKnlDnuBNdylzcYc,Group,273,[],4
4421,B Style & Rymit,1240bc9b-f25d-4c4d-9bda-45282dad1f3b,,Group,0,[],0
4422,Hypnotist,1628402d-e97a-42b6-9655-7a2521157b83,6rpnSXcBTDK5Hav8hZ0MZ9,Group,1149,['hardcore techno'],15
4423,Hammer ov Qliphoth,5d519515-8a65-410b-8128-c3852b0353ad,,Group,0,[],0
4424,Altar of Sorrow,80201af8-e256-4ed2-9eef-b017cf31dd91,,Group,0,[],0
4425,[корпорация жёлтый асфальт],d43d53bc-c6ec-4437-a477-3d155ea6fc82,,Group,0,[],0
4426,Jeza,35a06ce9-5e96-47f8-bbc4-36020af13b0f,7DpnQPbR1GThYO8zgREFZ6,Group,348,[],37
4427,Кариес,68edf9b6-90c7-441c-82b5-5bc19643e7bf,,Group,0,[],0
4428,Inorganic Blossoming,26b880c0-9cad-4f1f-8255-8d04e00354d3,0rrxikY1BiLDyCy1VABVak,Group,2,[],0
4429,Коматоз,f767734b-b5c2-4153-aa9f-ff79ad6631bd,3nxyIu3e7p6nfpdRuI2C5o,Group,18,[],0
