,artist,musicbrainz_id,spotify_id,type,followers,genres,popularity
2233,Breath of Beherith,192d197a-2c6c-45da-bc9d-7652419dee00,,Group,0,[],0
2234,Маяк,4468bd28-8554-4531-aaa0-0fbce46f5384,1HWXT0U1aojSTDEl8MYs9u,Group,762,['russian emo'],8
2235,Dark Blessing,6cc7f857-1c35-47a2-8fc7-e1f9a69f99fa,,Group,0,[],0
2236,Bona Fides,c79bee6e-ec96-4c8d-a8d2-274669c11670,0Wq3StQtpRhPCg1lSPFKjf,Group,384,[],18
2237,Aposepsy,11f2e4b1-64e1-4c7b-b79e-cc8e069aaf3a,4YZZRHWR72hMsW3j547MPm,Group,32,['technical grindcore'],0
2238,Kolpakov Duo,53e99e1e-bd6d-41b4-8305-95ce4de7b612,064pVLASgLPjOO9eVOskyy,Group,107,['gypsy'],2
2239,Scratching Soil,184e7f12-f2b7-434a-8693-ff354c1408f7,1wTpM04szuwf1w3zhzC5Lr,Group,6,[],0
2240,Мамульки Bend,546e99fb-7790-46c5-8fd8-fbf74ae64952,2AsjdYrXiLioX08tUqVCEq,Group,73,[],0
2241,Sedativ,fd135a2f-f659-4c99-945b-01e1679edc6c,0dzUM3XJTbTJ4UK0c57EXd,Group,42,[],22
2242,Ять,d3a61457-b742-4e02-901f-983f7dd13961,4kMr4h9Su14FI9D1COFzQC,Group,19,[],0
2243,Sonic Elysium,bffa356d-2861-40cb-9ded-379b7e20025a,7wh3oeTOkTNXYtJHnoBeQh,Group,682,[],10
2244,Волшебники Двора,b663728f-df66-41f5-a222-6ae30ee3da1d,4k1bWHB4qiMOIyif6u43xW,Group,545,['detskie pesni'],23
2245,Septem Voices,17377612-6130-4d3e-b341-5ec9e8d3b51a,6FpdiPi7Z0FvYolfYf82fD,Group,1594,"['russian alternative', 'russian metal']",19
2246,Смех Зелибобы,14ed98a8-4579-49b4-8036-7a7f813ce644,26kftCN3hkJMNf94K5ZPAh,Group,50,[],2
2247,Rigorism,2fa92faf-f925-47d1-bd18-15adcec4c5d5,,Group,0,[],0
2248,Dirtpill,25886523-fc4f-41f7-9180-d54bf245f7d5,7MlyHuGRHi31yYlrttDqgT,Group,231773,"['punk', 'skate punk']",54
2249,Diatonique,e47e379d-6ca1-4e2e-83de-001937e0bc2a,0U8Gvdwz2S9qRA4Se7LsAA,Group,257,[],28
2250,Индульгенция,e9669de9-a9e1-418e-b1dd-d4a6e1de68fd,71GGg6YbS7M1abkIxtgLK8,Group,518,[],14
2251,The Warner S.,a9a70bf9-c5d1-4f54-961b-a472cda00a88,5R6x4rLOIM2dahPtokCZC2,Group,2,[],0
2252,Old Chapel,5ddbca36-a2a3-4597-b78e-d44583808f08,3ANAsfijY5wtXv3tjDYePN,Group,61,[],0
2253,Deafknife,88c5ccb6-3bff-4cc9-b4ce-786d651fcd4a,,Group,0,[],0
2254,Влад Топалов,894cbed1-6f3a-4228-8c7e-b9aed3da4eb8,3UD7BOVxP2Ryeet8stWIrX,Person,678,[],26
2255,CD-R,bef0bcd2-fac4-4661-84b1-34198fe9aa41,3jhXQ1HoAnvxUhUrRGleJx,Person,417,[],21
2256,Vito Von Gert,d61852b9-0f69-41e1-a956-3bc4e6ea72c9,7vUtfiKnNYL3Iw0Dpx0uGP,Person,100,[],0
2257,Corvad,3af04cc2-787b-4a00-addd-5c266691d037,1uAeRH61SbagcD2W1DWjB6,Person,396,['somatik techno'],12
2258,Natami,a37cb581-ead4-4ab6-9b93-4f335f5f47dc,1hcdI2N1023RvSwLzTtdsp,Person,2468473,"['latin', 'latin alternative', 'latin pop', 'mexican pop', 'rock en espanol', 'veracruz indie']",76
2259,Yoshi,93f7eeb3-819b-43c9-ade6-7dc0708318bb,496DwthDgbHUwWycngajrJ,Person,16937,"['anime score', 'otacore']",57
2260,Shumno,3139214f-f876-4bb7-b89e-88e6e074f98c,1d8QRS9oXJPXiVlrurQSrO,Person,300,[],20
2261,Vladimir Tarasov,125e2105-02b5-4d72-8e60-dad1b9285161,0gYeT39HILoA3gVv9jph0a,Person,259,[],4
2262,Angels Around,b239d937-1de0-497a-a479-934f38b4bd05,,Person,0,[],0
2263,Андрей Заря,413e6bf9-8bc2-411a-9797-4af728b4fab4,7oC3Qvpjq2V6AD6rVaqOII,Person,1039,[],10
2264,Akane,df5a4d1e-1bbf-4fbc-aad6-73e1d8868070,3cQWVFVI26yJH3HBVr25bR,Person,884,[],49
2265,Menual,3c0f9a1f-d7cd-49c0-8dfc-3ac72dc95ce9,4GGRJDbyKd1ZnZizGpPoxi,Person,2588,['wave'],36
2266,Woodju,6a13a32a-0c18-4413-8080-f69fa1781579,7iYTP3Gnpd8ZDFrr9gocBR,Person,9062,[],41
2267,Мафик,76eaa77f-5cdc-47a2-ad68-c92fbe2bb579,3Yoi5KbBl5G5fE0EVZMqXq,Person,3545,[],32
2268,Сява,af7c27df-f9f3-4af6-8000-8626b8ca16ba,0LLDeswZnidFEuD5PVZxsI,Person,15585,['russian hip hop'],41
2269,Виктор Алексеевич Фёдоров,b1c9632a-6ffc-4237-b77b-bdb0ccf7c866,,Person,0,[],0
2270,Ramio Lin,29b19b1a-4412-44df-bc88-c50e2ad4ab4a,6WHIoee1JqTkYyRqsJAbgi,Person,8,[],0
2271,Пётр Мигунов,6b0e8f74-df7a-40ac-9e79-c0059023c559,,Person,0,[],0
2272,Алексей Петров,33c366a9-5eee-4e59-b191-d35748d8ac22,,Person,0,[],0
2273,Валерий Приказчиков,5e931c20-baa7-48f2-966f-6bba054f88b1,,Person,0,[],0
2274,Liquid Crystal,465dc43d-cb1d-42cf-8ed9-f42514e588e9,4AdVszAe96vOL2FmZvDgtm,Person,1018,['jazz boom bap'],29
2275,Игорь Куприянов,3d6641d2-b287-49b7-96c1-ed9c95755272,1GEqRvye4pJgwPyZCn19Ev,Person,42,[],2
2276,Андрей Климнюк,f6168691-5105-401d-86b1-b61e58732572,2PdNFPMyuVa2pSVXuCRVLJ,Person,636,['russian chanson'],12
2277,Skalski,bcbfbdd1-d739-4f78-9171-35578662ef4b,1TMuRToXVLIjYsYYg3jmp1,,481,['polish techno'],14
2278,Всполох,d7d39af5-2326-4e36-b31d-2127d79c3a04,,Group,0,[],0
2279,Cosmonauts Day,d2d3b490-a6e2-4922-bf96-0260914cadfc,2bIgtVKpr8BHFLZ5B9JZAP,Group,33,[],0
2280,She Za,145d7a61-b3ce-4762-9a13-956623d631e1,4f9mcViIkHxsriISYsD0lE,Group,314,['indian edm'],37
2281,Alexander Barantschik,7435a29c-5d10-47e6-947c-ebc18638a8e6,1RMOjneiR59Vim87Zcd9xk,Person,1,[],0
2282,Alex Monakhov,58c12dfb-dfff-4055-88d6-fd920c1fa030,0JRgxCHp8enkRq7Yr0tkTq,Person,56,[],3
2283,ФРИК ПАТИ,0372d172-db9f-46c6-8827-61e692b1b2b2,0KzZ5LjDGSBTw14tSiqIW3,Person,9584,[],44
2284,Николай Арнольдович Петров,e8d92486-0d84-49d6-b825-845504bf1877,,Person,0,[],0
2285,Никифоровна,665fe577-65fc-49ff-a117-5b389d159db5,,Person,0,[],0
2286,Евгений Акимов,5f620107-8bd5-4e07-a07b-8d5872cf067d,2d7UCY7hcqqch9oAMiksSX,Person,0,[],0
2287,Рось,0705ab17-1c02-48de-9d42-3fa9bc43cd15,7lUh5w2odGeIGvlkn7ZMPF,Group,6532,['russian folk'],41
2288,Sarpentra,df602f47-93aa-4ee1-bf1b-9fe8f67157f6,2WLITMkBiBHasIBrpTIZdj,Group,10,[],0
2289,Arvest,924999b2-1a28-465c-84d0-bb694de8d20d,4UhExRgMW9QR7oNmTI2lPG,Group,50936,"['modern alternative rock', 'modern rock', 'rock']",60
2290,Septicopyemia,b72b9128-feda-4783-85df-6c71991f6c2d,3Q16sANUQx9FpUPM9tMQR3,Group,860,"['goregrind', 'pornogrind']",4
2291,НеГрузовики,9fb1214e-49d7-4e64-9931-a2948a47acee,3XuZDCCDMfc27SNt5jlTd5,Group,17,[],1
2292,Colour Dreams,4c63aadc-253a-4d3e-8940-1a109d0e59b5,57yZqc0XY9oHOdB7m0B7Ha,,40,[],0
2293,Kshatriy,23505e7a-d319-4b1e-b890-9b3a39ac9999,4JWivb5ltrNmLqlaDzVUbe,,59,[],0
2294,Медвежонок и бобёр,3a2f6725-8f0f-4f11-aa3e-886ec1547d8f,5TBIBk1H8SPfcdY3sUQgG5,,32,[],2
2295,Бакурли,a86f457d-7a5c-4343-9cb3-6a6238de3040,0bjSktuHQZ5JqthhDqo3a2,Group,126,['russian punk'],4
2296,Zlye Kukly,47189c83-a09d-4501-955c-23525c8309e3,,Group,0,[],0
2297,Winter Grief,016214ee-e0ab-4424-99e0-470551ebdbd5,,Group,0,[],0
2298,АРКАДЬЮШКА,4d83b10b-1c42-403d-86ed-92a1695d09f4,49CUHeHUdQo5igfqiwDe62,Group,7,[],0
2299,Vólan,08a5c393-b9bf-43b3-8587-6d8dd2995a07,1peAJRnCgGwBv46QXFJEbU,Group,4315,['gaming edm'],34
2300,Rotocles,466d376f-dc94-4616-8b5a-3448dfb5663e,,Group,0,[],0
2301,Church of Misanthropy,0df9c334-f2b1-496c-b543-154a5058f588,,Group,0,[],0
2302,All Tomorrow’s Parties,630aa157-3e51-4d3e-b782-7db60731797e,,Group,0,[],0
2303,Endorfina,2d96fa14-7722-4208-9ebf-f44f363e6fe4,1vHhUG7yAmKcyGSZzpGMHS,Group,46,[],15
2304,"Ансамбль ""Монолит""",87c52f07-da8d-405a-855b-97a39e9debd0,,Group,0,[],0
2305,MysticalGate,c23c1ac0-9fe3-41a9-b4e7-b6bc9fb7b79f,28sAT5rtbGqGL58mn3hNLa,Group,0,[],0
2306,Riff Action Family,9b50d350-27d6-4b97-a436-c3e9f1bd342c,1npn57ex6ceLAEZ6jrfjjL,Group,115,[],7
2307,Silent Woo Goore,181ec91f-0731-48a9-965b-8f524357b956,,Group,0,[],0
2308,Kids of the Streets,3b4b3b7c-969f-434f-a1df-a5b2a2f0d4ba,6zRcQ00pu70RE7L64GLufK,Group,11,[],0
2309,Plastika,c6b03acc-c0eb-4414-94a8-059018d61c3e,7bHi4EQykJA5aI6DAynESE,Group,4,[],39
2310,Amalgama,e9f08854-e070-4476-8e5e-029dec4ffa57,4AEnX03LhdOeqIShZkZLvt,Group,25,[],31
2311,Мелкор,adcd695a-edaf-441b-9824-421d01d1596a,,Group,0,[],0
2312,Lunar Portals of the Astral Mirror,78bd3894-80d1-4da8-a64f-b7cbec1adf3e,,Group,0,[],0
2313,Odium Nova,fbdb96ae-013a-484b-a3cb-d6db7d6d237d,,Group,0,[],0
2314,Beyond Ye Grave,63b9c33f-8dbf-4cfc-8c10-15384d89c6b8,,Group,0,[],0
2315,Abnormal,74a2b370-5984-40c6-9615-929464678c89,36aHuXG5FW9gTdah0fNSUC,Group,1330,[],36
2316,Летеница,b0736354-d448-4be5-a871-b64df7abe5fb,3DF6CQfSRhXKhs8OXkxMiY,Group,24,[],0
2317,Андрей Дергачёв,7c1d79f8-e90d-43d6-8656-34b055557f34,,Person,0,[],0
2318,Just Play,7dd789d2-05d7-450e-bbd3-2c25028e193c,5TZDObEKwaHtZe359xFkU8,Group,311,['musica afroperuana'],13
2319,Мои Любимые Игры,b3195d9d-f4cd-4bc2-82b5-ab4c206ba06d,6r7FFqLc2jdZDUKTJNFYYt,Group,115,[],3
2320,яблоня,dd84ecae-d401-43fc-8d05-f8e5b6967e98,,Group,0,[],0
2321,Мачете,0a3e48a8-f3ba-4bb4-bfee-0bd4620bae0b,7Do8se3ZoaVqUt3woqqSrD,Group,359359,"['italian hip hop', 'trap italiana']",65
2322,[NesCreator],b906c6c7-8f8d-4c2b-981c-4dd98e637329,,Group,0,[],0
2323,Seelenheil,9dd6a10c-37d6-4d03-b21f-2cce5cd8b3cf,6ZiMj4EcsKMA8GsbAPJeve,Group,10,[],0
2324,Hvarna,4ee46353-136e-4ab6-951f-eb5b6e6508fa,7anzpNKL4YlUHekGf10IVg,Group,4215,['kirtan'],22
2325,INFRONT,78b927ee-124e-48c8-8d2a-135706e15b1b,6eSSPyqys0J4j0kdi3hFrR,Group,145506,"['comic metal', 'deathcore']",51
2326,Евгений Кемеровский,65e1b4fc-ac77-45fa-9086-df7d76d8eccf,13jS8DuSmup6a6ZQLARdyt,Person,139,[],14
2327,Игорь Романов,8a599623-30eb-4133-8f86-d4bccf9d6d00,3EpMVsf3a10qztWREgYwx0,Person,1,[],0
2328,Быханов сад,0f826e18-c56e-47b9-b3f0-edded9d77b5d,4i79mXZcZ6TqbyYiiskydw,Group,142,['russian emo'],10
2329,Анна Резникова,904f16f8-7ba6-4a5b-bb25-c1aa92c73a72,2KzigUzdjou58sW1HSpC1I,Person,27,[],2
2330,nATo,b61b75c8-70a0-4aa7-9ac3-5a115e387bd6,1QJbbsxg2wqidJj51d3otw,Person,494378,"['rap espanol', 'rap underground espanol', 'spanish hip hop', 'trap espanol']",71
2331,Рома Кенга,2efd771e-fa15-4b39-82bf-88b2b43590df,0OrgIL3CxBUa4OmnpxGcEQ,Person,28,[],2
2332,Victor Yoran,69fd0886-61ce-465a-8218-e9669e7dca7a,1tTBDym6kuRV3wSJnpDBm6,Person,809,[],19
2333,Александр Заборский,263d747f-b5e2-4999-9dac-68d5644ab02f,0hpRbaK61uH3DcI2TEJ3WD,Person,35,[],1
2334,Kito Jempere,6a472a44-a5c4-40af-806c-d16a9ea2161d,1rcYZdCzi3poheNNvupX7K,Person,543,"['float house', 'russian electronic']",16
2335,Анатолий Киреев,ea950866-37db-4641-8d4d-d7d905c672b0,1iyQNNDdADIWAiG6bX9n3q,Person,14,[],1
2336,Georgy Om,65158ac6-a611-49d2-a08c-962722d10e5e,1uervfoli61EVmRNAkZiOq,Person,190,[],15
2337,Андрей Кондаков,edaf196c-4c39-4b9f-b21e-2e32e9fa7b12,2eV6NAjVoyW7eAC70GytJs,Person,6,[],0
2338,Илона Аполлон,a611de75-5a87-490b-b1dc-1840a76c271c,5rVGJTZbYfyGSwPmWVZkbL,Person,1,[],0
2339,Арсений Тарасевич-Николаев,634dbaa6-49a9-4287-97bd-471ef5d50b2d,,Person,0,[],0
2340,Reprobate,1bd9fea6-e527-41ad-85b7-5da8492c4de3,28wECVHQg2J35eJtverU8U,Person,69,[],6
2341,STEK FDD,4d513d6c-b819-4875-b54a-ffc70ea3035d,4J5FB5wChUsJMrOs4eDotG,Person,260,[],0
2342,Dmitriy Rodionov Experience,39b793e8-93b0-445c-8197-600771b2c717,72umERxQruyAs1EWrKIaW0,Person,2,[],0
2343,Aida Garifullina,c573ad0f-b96b-430b-8568-421508a3c590,7irTi8cqirW4rD9JV4lT24,Person,6857,['classical soprano'],34
2344,Игорь Гранин,508da5f6-d69b-4760-9e9d-b5ffa870b51f,,Person,0,[],0
2345,19VIII4,acd600ca-c550-4f13-8139-a2101b404b4e,0QEJDDgWQj8CfMoQDwbnVh,Person,40,[],0
2346,bollywoodFM,497181a7-1f8d-444a-a5ec-446d5f7b497d,4lqydFHYybTXuz2rwbtywE,Person,29044,['russian trap'],38
2347,Extreme Kindness,27c60866-764d-4470-9655-6a3a2064207d,,Person,0,[],0
2348,Peonies,82c1a5ce-421d-4de8-8d49-3f1d433e139f,7AwVFAfR7FOu8r4oZ8vwOp,Person,1706,['indonesian indie'],8
2349,CANTUS DEÏ,68a0aa53-58a7-4e40-accd-cd828837399f,4m0wRsydDck1oeA5jcvbqi,Choir,2,[],1
2350,Moscow Capella,b8adc1c0-5143-40be-be81-71d8b11c09d0,2VND1nZaMhBd4wmmVfu6Mt,Choir,5,[],22
2351,Moscow Choral Synagogue Choir,df19d704-782d-4e14-8af4-8cb41055995a,0GaO4FfSdt7WeFYFihdDwU,Choir,247,['israeli folk'],8
2352,Хладновзор,18b643e9-6a51-4868-aa62-3c4c872be80b,,Group,0,[],0
2353,Mister Sir,ae9ead92-134c-4506-b214-a7a225156166,4SLaxknxoWGCtunWYvVRpc,Group,62,[],19
2354,Lost Radiance,e86065f9-47f8-4431-8d91-6e72dcd2799f,1x4BUnCawdzTxYvdPgmbf2,Group,48,['berlin school'],1
2355,Каспийский груз,5430c8cf-8ab0-4be4-b473-09021cc97518,5g5a3ENOYfn6myyLen218w,Group,149657,"['azeri pop', 'azeri rap', 'kavkaz', 'russian gangster rap', 'russian hip hop']",54
2356,Fleshbomb,cda488fa-0a4b-420c-9292-c5137edf8019,5r0p6AIZWPmXcYtbDJFwBU,Group,271,[],0
2357,Дэцо,c44cb20e-5ef7-4139-b6b7-b4b1a368eb48,3oHoW7ddiTcz3c2zkx8Pzz,Group,20,[],0
2358,Love Fade,0dae701c-63ac-4087-a79e-23e6fce18a3a,04Ye3owBSFJF5hnYWHtq9Q,Group,18408,"['english indie rock', 'modern rock']",46
2359,Шкловский,9b094c78-7b79-4fe1-85fd-5e4e83a61716,2yDolZOQCzmykwiISdSx8s,Group,359,[],8
2360,Protogroup,01a5fef8-8d29-4bab-be11-319979a215d2,1NeralGY1V5nBgFxJtjXKk,Group,7,[],0
2361,Eclipse,57a49c48-1897-4364-ae2a-72ed5c9a6d07,2hHkHdq9YcA2xk0pjI0A8O,Group,23486,[],50
2362,project:a,2d24df18-cfb1-4e9a-b419-6c1177abccbc,0iMWUBpWAGKAenBVePrZFP,Group,319,[],53
2363,Ольга Валерьевна Соловьёва,9665231b-5099-4846-a0d8-e2c0da81055f,,Person,0,[],0
2364,Олег Изотов,cfd3b64c-816c-4375-81ce-4dbbc3a025bf,29Ea17pIlJWAIRf89hxjlg,Person,4,[],1
2365,Irina Andrievsky,16cafe41-1fb6-4d9b-963d-0eccd3eab3dd,7HekKmcwYgGnPC9IJRYNLr,Person,3,[],0
2366,Vagina Vangi,737680f4-11f8-4552-a41a-d46db8678507,3IpwA3Km1OOba3M4ayK7ju,Person,204,[],5
2367,Игорь Азаров,769a5c7f-b407-46b3-a9ef-2049e76a63af,6y65XbNS221bCMt95BkU8K,Person,2,[],0
2368,Александр Георгиевич Михайлов,e16d774c-bd00-4219-838a-a92e236ed93a,,Person,0,[],0
2369,The Orthodox Singers,c5f2f297-b2b9-40e6-a5f5-8c1f6fa6c7b7,27NslkKY2vWGUrG3NTL7TV,Choir,283,"['orthodox chant', 'russian choir']",20
2370,Anterna,02935c16-ea4a-4295-b0ed-bc61094fc790,00gjzT71CPCPmvrFda1EmX,Group,30,[],43
2371,Leningrad Dixieland Band,fb2dbf75-43c3-41f3-96c8-fc29fff8baa3,,Group,0,[],0
2372,Tsaraas,524e0af7-b377-4706-92f8-139223f85f22,4CN7jn6DiWNaDnaJdhBMKp,Group,1264,[],43
2373,BattleToads,04a43c76-7fe3-47a1-b6a2-3cfe487a12d9,1xJ3tsRRxdwtFLo5E5kNZx,Group,422,[],24
2374,OVA,ba9c4a8d-186f-416d-8c40-b5ab51218bd1,4FuRHFtCeoYaeeVDKyyvbS,,38877,"['k-indie', 'k-pop', 'k-rap', 'korean pop', 'korean r&b']",50
2375,The Orange,bb4efd13-8a8a-492f-a212-5f6e569af909,5aSEzmKfSNf3pDMckJO5Oc,,8,[],22
2376,Sacrificia,a6175efe-cb97-42a1-b5a8-6acdd4820028,32F7Vk6Ld6NhDAIILjGXvF,,363,[],2
2377,Prominence,664e2383-85a1-48ed-aacd-7a8972813e65,4uE0guDOPTQ5syZZhqleW3,Group,130,[],12
2378,Simple Symmetry,ffc1552b-3d55-4080-96f2-669555ad827a,36oy3scxRLRqG8uptf04vG,Group,7476,"['dark disco', 'russian electronic']",34
2379,Eisenwut,e3fbb5e9-b4fd-48bd-b8c5-6d26122f8f75,1WKPutTMYYMi7HyT1B06vK,Group,758,[],17
2380,Your Ad Could Be Here,ef8b75d2-8ed2-4956-b2a8-510bbe30b0b6,,Group,0,[],0
2381,Ансамбль Песни И Пляски Краснознаменного Черноморского Флота,28cfa3d7-83dc-4d1a-8446-a0330bebaab2,0dBlSmc2cfwOxYhiEisuYH,Group,0,[],0
2382,Disamoral,871fc3a0-7624-4522-9972-f27e2581543c,5RoPNtHQlYGyWYIr3gH48M,Group,26,[],1
2383,Totoro,ed715f19-5dda-41ef-b56d-e54608ecc1cc,470SGea4tIbGLTpKcYJfLx,Group,38382,"['french post-rock', 'instrumental math rock', 'math pop', 'math rock']",38
2384,Tiran,bcfb8414-ab50-423a-a41f-f747c2cd7fa9,3AtwZGWRPYtn6larC5Se9I,Group,15,[],29
2385,Асклепия,3211fabe-8051-4e95-b2d1-61d5217ce638,,Group,0,[],0
2386,Cats Among Us,737dfe60-a257-4645-a0f8-0e56c2d8b5bd,3voVtxhz9efGAQVJCXxBK7,Group,196,['russian emo'],7
2387,Fatal Aim,17f4a9c9-3366-421f-92b5-c9657fe7ca80,3L7krRNjC4sHYMdfiC1FE8,Group,32,[],1
2388,Бурановские бабушки,328056e7-a317-49ac-9655-5e06ed2eedc2,41SQL9YPQa81fLAAZ6nHwk,Group,4851,[],23
2389,Самцы,9cc75070-d2a1-456a-8ef7-2cdaf8856394,56JLwZT6S8JcNEKUZNGIj9,Group,10,[],1
2390,EXO,f09fb474-1a4a-4893-9387-2b43d8097197,3cjEqqelV9zb4BYE3qDQ4O,Group,6628140,"['k-pop', 'k-pop boy group']",77
2391,Туман,73bb1696-1e7f-49ea-8eda-bfdaa8028a5a,2nCACYdIndYchzX4bxLcTW,Group,56016,"['afropop', 'desert blues', 'griot', 'kora', 'malian blues', 'mande pop', 'world']",58
2392,Coockoo,e6a8f081-1d17-4819-b11e-76a0131c5ddd,2ARsI3BQBJH0TqNrAZGqBr,Group,426,[],7
2393,Изумруд,9a98129e-3dea-4a37-b5f2-20f74c5f1710,1bFFCoEpbzroziMupGvA4S,Group,6,[],17
2394,D.N.O.,b26eef42-ccac-4e51-8432-8ad1772c9a1a,3UIQCkcF6eQrvhaElBW5xL,Group,48,[],8
2395,Изжога,8523fb70-8113-478a-b570-11b5fd4528d3,,Group,0,[],0
2396,Deceptive,afaf7d87-fc92-4ad4-9619-5b462c910df7,1hN6ARvTcOlCZXuiGxG5zn,Group,55,[],2
2397,Иерофания,9a199e9e-5d2a-44ff-9831-e34d63ba421f,,Group,0,[],0
2398,Jointstereo,b47e218f-bacc-454a-be43-435d4e08471a,1B590QPA7XE4OD2UGm7evS,Group,32,[],0
2399,Joker James,7b55cc7a-aef0-443c-90f8-25858dbeda68,2Vx0RsZj6WWz2BKkefUv4f,Group,968,[],23
2400,Черностоп,b1762c3a-e593-4279-b89b-ec8fbf2d2df2,1ZkLh0O3ubzTdTBEUSNYaK,Group,17,[],0
2401,Зима,f3a3e3d9-b48a-4792-b8cb-4b255f2f6819,7Kk4RfdR6TXiBFxkLa32Rt,Group,3270,['russian indie'],25
2402,Leo Korchin,625ff8cb-74ed-4521-b25b-95ba71b76acd,6pDVK7w0WTH1DjUWoXwdui,Person,27,[],17
2403,Gates of Chaos,1bd2dcf7-ccfb-4d3d-bae8-632404bbcf67,3xHOtQIOFGqksHXA4l9f9n,Group,97,[],1
2404,Gartraada,18e3a73a-870f-4308-8e77-01828b1d1af3,,Group,0,[],0
2405,Вегатив,af79b9fa-837c-496d-ab22-e77aa8d823fa,,Group,0,[],0
2406,Tres Muchachos & Compañeros,44a61ed3-414c-4555-8e70-26045dea57c4,,Group,0,[],0
2407,Sixth Sense,0db195d6-fb7b-4a13-a90e-7f3ac0e35cee,4tZnqsyJeU2vKgKMPlZdx2,Group,251,[],29
2408,SkaЧай,02b4fae1-d2ff-47ed-a0ac-5da200ad6e45,,Group,0,[],0
2409,Demonibus,4a740053-ee4e-4de7-b80b-44a160fa7620,,Group,0,[],0
2410,Educated Scum,9516d18f-c5ac-43b4-8009-1cbdf70253c3,63JS2jTlqJSzkRrdEgqbUL,Group,13,[],0
2411,KHZ,260a969e-d22a-4d0d-8b26-b7b42f01b829,6LuN9FCkKOj5PcnpouEgny,Person,12693781,"['alternative r&b', 'pop']",93
2412,Sea Radio,3793acf2-22a2-4689-9a89-c8eb326c29db,7gOHf28yT0rTdtTRvQg1FC,Group,58,[],26
2413,Сны твоих мёртвых друзей,9d2a154b-5d3b-4377-b841-49f2e22dcc1b,1fyuETFQZFwAebCf8hGIVR,Group,1534,['russian post-punk'],24
2414,Кот-Баюн,1c2fe651-e3ba-4211-bc69-d8e614588bd9,21B7nQIi4nIhXC6f4VKDjn,Group,499,"['russian folk metal', 'slavic folk metal']",9
2415,Crownthorn,0c22f0a2-090d-4150-9674-6d3a65e5e9d2,,Group,0,[],0
2416,Nikita Golyshev,9a4f3a41-ab3b-4851-8440-dd558f5a5916,3ZoeliNIGMkVWqZCmplAnZ,Person,6,[],0
2417,Синекдоха Монток,74bcbf47-41e2-47bb-9f2c-31ce17e32bfe,6yAEs7hWaGAdHPpd5i1tDw,Group,17925,['russian electronic'],35
2418,Центр Тяжести,0708eac5-d790-4d08-b7b5-4924f15609fd,,Group,0,[],0
2419,Крылья,c846bd00-fd3e-471f-9a0e-3b9cdc12b802,5X33dRrAq2rqozEfDIqbIe,Group,2,[],0
2420,МС Сенечка,1cb9db40-f6fd-4bc0-88c1-aa382793922a,0zBjXSBSRoEMsKByRrbITT,Person,7234,[],38
2421,Matt Feller,41f450f0-32eb-483d-beb4-57a0ec4b2c7e,6VAPewpk04pkfZY4v9KCME,Person,4,[],0
2422,Pavel Iudin,ed574962-739e-4aa5-b2d8-6aa608fa0782,0J7SAkgnykwm1ttmvJz4pN,Person,131,[],3
2423,Виктор Сергеевич Попов,7ba92798-2f2a-4a4a-94d7-d3ce6c6102ef,,Person,0,[],0
2424,Ангина,e13a0613-eb43-423a-bba6-e0175d71815e,4vKHpvSg7gg03I8e5CGxNm,Person,378,[],18
2425,Sickle of Dust,2f60e8ee-72f5-4c45-a381-69572e5ecd91,,Person,0,[],0
2426,АЭМ Ритм-Каскад,480b5412-1d88-48d7-ba6e-d10b3d60d4ac,,Person,0,[],0
2427,Всеволод Гривнов,23db720f-f9a8-4e18-96d9-814dc8a116dc,5HfYhmNThYlfCqKfuGAU4f,Person,0,[],0
2428,Андрей Родионов,32fc07d0-537c-4aeb-b0c3-f028b54510e6,5Z3iJhtOm9zAoJqWF2Pirs,Person,1529,[],36
2429,Марина Домашенко,fa14555c-c7a9-455a-901e-58ff3aac497d,,Person,0,[],0
2430,Елена Есенина,a59f7d03-85fe-4f93-bd90-61fdc37360ee,6RRKLwmVvkxa3C2h0we3cs,Person,78,['russian pop'],10
2431,Виктор Кондратьевич Ересько,38fbc640-7269-4a20-9804-77e532adf014,,Person,0,[],0
2432,Михаил Сергеевич Воскресенский,88eb174a-dd91-4446-b11f-acd8448b8106,,Person,0,[],0
2433,Чика из Перми,2583be59-4a3e-4d2b-977d-148e3475de68,,Person,0,[],0
2434,Елена Олеговна Фирсова,9a52671f-8bc0-44e3-a210-63d3bb8f1897,,Person,0,[],0
2435,Vedensky,3fb4b64a-485e-4c8f-8683-e35f4948b102,6qeEGvrrKMiGt7K1qfJbqy,Person,64,[],0
2436,Квартет И,bd64005c-c528-4e78-a774-185c3f08d66b,7HZUVWP29KbnFcMCHS2okp,Group,39,[],3
2437,Argument 5.45,0a9c7893-4bdd-4621-ac64-222a4526c30e,7DHIrsqt5LWdoDbNg4Ix9G,Group,338,['russian hardcore'],3
2438,Духи Предков,eea4d07f-d47a-4864-9bf9-99934e5d8f2d,75ek9jx8X2Fg63kTE9xyUN,Group,2,[],1
2439,303 Project,1cafb939-6534-44ed-bb4b-c69f13d47f36,4zjcC8ljp8uV3hjoEuzZK8,Group,49,[],2
2440,Юлия Корпачева,6ea6ca6c-ed54-443f-9d2d-487c07e1c143,,Person,0,[],0
2441,Моника и Пиздольга,fde4dcf7-2f30-4bd7-ad13-948411bd2a66,,Group,0,[],0
